NAME,LINK,Resolution,Priority,DESCRIPTION,RESOLUTION,STATUS,CREATED TIME,ROSOLVED TIME,FIRST COMMENT TIME,#COMMENTS,TIME 1,TIME 2
bin/solr script doesn't do ps properly on some systems,https://issues.apache.org/jira/browse/SOLR-17112,Fixed,Major,"On Google's colab, the following fails:

!wget https://dlcdn.apache.org/solr/solr/9.4.0/solr-9.4.0.tgz && tar -xf solr-9.4.0.tgz && cd solr-9.4.0 && echo `pwd`

!apt update && apt install bc -y && cd solr-9.4.0 && bin/solr stop -p 8983; bin/solr -c -force -Denable.packages=true

!cd solr-9.4.0 && bin/solr package add-repo data-import-handler ""https://raw.githubusercontent.com/searchscale/dataimporthandler/master/repo/""
If I add the following before the last line, it works:

!cat solr-9.4.0/bin/solr|sed -e 's:ps -f -p:ps -fww -p:g' > tmp; cp tmp solr-9.4.0/bin/solr; chmod +x solr-9.4.0/bin/solr
I think that extra ""ww"" is needed to make sure Solr works fine on all systems. FYI dep4b.",Fixed,Closed,1/6/2024 17:29:00,1/26/2024 14:32:00,1/6/2024 17:31:00,14,20,20.00
[pdmodel.font.PDFont] Error: Could not parse predefined CMAP file for 'PDFXC-Indentity0-0',https://issues.apache.org/jira/browse/PDFBOX-940,Fixed,Major,"Hi,

when i am trying to upload a pdf document the following error is thrown in the tomcat.. i am using pdfbox-1.4.0.jar..

17:29:33,465 ERROR [pdmodel.font.PDFont] Error: Could not parse predefined CMAP file for 'PDFXC-Indentity0-0'

please find the solution",Fixed,Closed,1/12/2011 12:08:00,1/1/2014 17:14:00,3/2/2011 7:52:00,30,1085,"1,036.00"
RPC Sasl QOP is broken,https://issues.apache.org/jira/browse/HADOOP-9816,Fixed,Blocker,HADOOP-9421 broke the handling of SASL wrapping for RPC QOP integrity and privacy options.,Fixed,Closed,8/1/2013 16:31:00,8/5/2013 22:18:00,8/1/2013 17:06:00,11,4,4.00
cordova-plugin-geolocation should reverse permissions request in ios8,https://issues.apache.org/jira/browse/CB-8826,Fixed,Minor,"I would like to suggest a change to how the geolocation plugin requests
permissions in iOS8. In the event that both iOS8 NSLocation usage
permissions exist, I suggest that we first request the least permissive one
(NSLocationWhenInUseUsageDescription).

This should amount to simply reversing the logic in CDVLocation.m:

if([[NSBundle mainBundle]
objectForInfoDictionaryKey:@""NSLocationWhenInUseUsageDescription""])
{
            [self.locationManager  requestWhenInUseAuthorization];
} else if([[NSBundle mainBundle] objectForInfoDictionaryKey:@
""NSLocationAlwaysUsageDescription""]) {
            [self.locationManager requestAlwaysAuthorization];
}
I have a use case where an app launches with both descriptions set, but
depending on client configuration the ""AlwaysInUse"" permission may not be necessary. As the logic is written now, the plugin will always request that one, which could look a bit extreme to the end user.",Fixed,Closed,4/8/2015 18:43:00,10/28/2015 19:41:00,7/22/2015 19:52:00,4,203,98.00
TextPosition.getHeight() returns erroneous value for some PDFs,https://issues.apache.org/jira/browse/PDFBOX-1001,Fixed,Major,"For a PDF that worked fine under 1.2.1 the height value returned is negative and the wrong value (i.e. using Math.abs() won't fix it). Other PDFs work fine.
PDF Debug shows ""Creator:Crystal Reports"" and ""Producer:PDF-XChange (XCPRO30.DLL v3.30.0064) (Windows 2k)""
And when examining the 'Stream' items, the text is not what displays.

Any suggestions on what to look for so that I can do differential analysis against other PDFs to see what they do/not have in common with this one?
(It's client data so I can't post the PDF. )

It's stopping us from moving off 1.2.1 (and later versions fix another issue we have of seeing question marks instead of the actual characters).",Fixed,Closed,4/24/2011 4:42:00,8/30/2011 17:29:00,4/26/2011 3:24:00,7,128,126.00
Getting image with black background when converting from PDF to Image!!,https://issues.apache.org/jira/browse/PDFBOX-1023,Fixed,Major,"Everytime I try to conver a PDF file with a graphic on it, to Image (PNG) I get a black background beneath the graphic, where the background is white originally, here's my code:

PDDocument document = PDDocument.load(new File(""C:\\export_settings
testReport.pdf""));
List<PDPage> pages = document.getDocumentCatalog().getAllPages();

for (int i = 0; i < pages.size(); i++)

{ PDPage singlePage = pages.get(i); BufferedImage buffImage = singlePage.convertToImage(); ImageIO.write(buffImage, ""PNG"", new File(""C:\\export_settings\\page"" + i + "".png"")); }
The image quality is good, except for this, I tried with two different methos but I got the same result, please help me, thanks!",Fixed,Closed,5/30/2011 23:50:00,6/7/2011 14:03:00,5/30/2011 23:55:00,6,8,8.00
Copyright Notice of Website outdated,https://issues.apache.org/jira/browse/DIR-240,Fixed,Major,"Although in 2009, the Copyright notice on our website is still

© 2003-2008, The Apache Software Foundation - Privacy Policy

For instance here (footer)
http://directory.apache.org/

The templates need an update (unfortunately, I do not know how to accomplish this)",Fixed,Closed,2/3/2009 18:44:00,2/4/2009 10:18:00,2/4/2009 10:18:00,1,1,0.00
Wire encryption is broken,https://issues.apache.org/jira/browse/HBASE-11149,Fixed,Major,"Upon some testing with the QOP configuration (hbase.rpc.protection), discovered that RPC doesn't work with ""integrity"" and ""privacy"" values for the configuration key. I was using 0.98.x for testing but I believe the issue is there in trunk as well (haven't checked 0.96 and 0.94).",Fixed,Closed,5/9/2014 17:37:00,5/23/2014 1:47:00,5/9/2014 18:30:00,22,14,14.00
Classpath in XML report is wrong,https://issues.apache.org/jira/browse/SUREFIRE-164,Fixed,Minor,"The XML report contains in the property java.class.path Maven's classpath, but not the class path used to execute the tests.",Fixed,Closed,10/5/2006 6:25:00,11/24/2007 0:22:00,11/21/2006 1:32:00,4,415,368.00
Added restriction to historic queries on web UI,https://issues.apache.org/jira/browse/HIVE-17701,Fixed,Major,"The HiveServer2 Web UI (HIVE-12550) shows recently completed queries.
However, a user can see the queries run by other users as well, and that is a security/privacy concern.
Only admin users should be allowed to see queries from other users (similar to behavior of display for configs, stack trace etc).",Fixed,Closed,10/5/2017 0:51:00,10/9/2017 0:04:00,10/5/2017 0:54:00,15,4,4.00
Cannot ship code hints without also shipping file-system paths,https://issues.apache.org/jira/browse/FLEX-23026,Fixed,Major,"For privacy reasons, developers need a way to ship code hints in .swc files without also shipping file-system paths. A new compiler option should be added, perhaps: -exclude-file-paths.

Currently, file paths can only be disabled by setting debug=false, but that results in no hints and no paths.",Fixed,Closed,2/8/2010 11:40:00,10/26/2010 8:10:00,1/28/2012 6:46:00,3,260,459.00
Long rendering time,https://issues.apache.org/jira/browse/PDFBOX-3791,Fixed,Major,"Attached pdf file takes too long (more then 9 secs) to render in PDFDebugger (this is a simplified version of a real life pdf that I can not publish for privacy reasons, it takes 57 seconds to render and it contains 56 images and some text).

I have tried with the options provided in https://pdfbox.apache.org/2.0/getting-started.html but performance is the same",Fixed,Closed,5/11/2017 20:22:00,5/12/2017 11:38:00,5/11/2017 21:34:00,7,1,1.00
Security: passwords logging and file permisions,https://issues.apache.org/jira/browse/DRILL-6189,Fixed,Major,"Prerequisites:
1. Log level is set to ""all"" in the conf/logback.xml:

<logger name=""org.apache.drill"" additivity=""false"">
    <level value=""all"" />
    <appender-ref ref=""FILE"" />
</logger>
2. PLAIN authentication mechanism is configured:

  security.user.auth: {
	enabled: true,
	packages += ""org.apache.drill.exec.rpc.user.security"",
	impl: ""pam"",
	pam_profiles: [ ""sudo"", ""login"" ]
  }
Steps:
1. Start the drillbits
2. Connect by sqlline:

/opt/mapr/drill/drill-1.13.0/bin/sqlline -u ""jdbc:drill:zk=node1:5181;"" -n user1 -p 1111
Expected result: Logs shouldn't contain clear-text passwords

Actual results: During the drillbit startup or establishing connections via the jdbc or odbc, the following lines appear in the drillbit.log:

properties {
    key: ""password""
    value: ""1111""
}
Same thing happens with storage configuration data, everything, including passwords is being logged to file.

Another issue:

Currently Drill config files has the permissions 0644:

-rw-r--r--. 1 mapr mapr 1081 Nov 16 14:42 core-site-example.xml
-rwxr-xr-x. 1 mapr mapr 1807 Dec 19 11:55 distrib-env.sh
-rw-r--r--. 1 mapr mapr 1424 Nov 16 14:42 distrib-env.sh.prejmx
-rw-r--r--. 1 mapr mapr 1942 Nov 16 14:42 drill-am-log.xml
-rw-r--r--. 1 mapr mapr 1279 Dec 19 11:55 drill-distrib.conf
-rw-r--r--. 1 mapr mapr  117 Nov 16 14:50 drill-distrib-mem-qs.conf
-rw-r--r--. 1 mapr mapr 6016 Nov 16 14:42 drill-env.sh
-rw-r--r--. 1 mapr mapr 1855 Nov 16 14:50 drill-on-yarn.conf
-rw-r--r--. 1 mapr mapr 6913 Nov 16 14:42 drill-on-yarn-example.conf
-rw-r--r--. 1 mapr mapr 1135 Dec 19 11:55 drill-override.conf
-rw-r--r--. 1 mapr mapr 7820 Nov 16 14:42 drill-override-example.conf
-rw-r--r--. 1 mapr mapr 3136 Nov 16 14:42 logback.xml
-rw-r--r--. 1 mapr mapr  668 Nov 16 14:51 warden.drill-bits.conf
-rw-r--r--. 1 mapr mapr 1581 Nov 16 14:42 yarn-client-log.xml
As they may contain some sensitive information, like passwords or secret keys, they cannot be viewable to everyone. So I suggest to reduce the permissions at least to 0640.",Fixed,Closed,2/27/2018 12:59:00,3/4/2018 17:14:00,2/28/2018 16:01:00,17,5,4.00
Facebook Like iframe too narrow when in topbar,https://issues.apache.org/jira/browse/MSKINS-92,Fixed,Minor,"See Apache Syncope website at http://syncope.apache.org

On the top right you can see the Facebook Like button rendered by

    <iframe src=""http://www.facebook.com/plugins/like.php?href=http://syncope.apache.org/&send=false&layout=button_count&show-faces=false&action=like&colorscheme=dark""
        scrolling=""no"" frameborder=""0""
        style=""border:none; width:80px; height:20px; margin-top: 10px;""  class=""pull-right"" ></iframe>
when changing style to

""border:none; width:100px; height:20px; margin-top: 10px;""
the right-side box is rendered correctly.",Fixed,Closed,2/18/2014 5:18:00,5/3/2015 16:36:00,12/25/2014 12:49:00,22,439,129.00
UUID replacement,https://issues.apache.org/jira/browse/CB-49,Fixed,Blocker,"reported at: https://github.com/phonegap/phonegap-iphone/issues/238
by: https://github.com/sandstrom

As you might have read iOS 5 will remove the UDID (http://techcrunch.com/2011/08/19/apple-ios-5-phasing-out-udid/).

This is an excellent alternative and it would be nice if you would implement something along these lines to keep the functionality. The idea of hashing together with the bundle id is great, because it makes it impossible to track across applications, which is what apple wanted to fix (although it can be circumvented that would only anger them, and tracking across apps isn't required for most apps anyway).

https://github.com/gekitz/UIDevice-with-UniqueIdentifier-for-iOS-5",Fixed,Closed,11/28/2011 21:02:00,3/23/2012 22:26:00,11/28/2011 21:03:00,12,116,116.00
Skip whitespaces when resolving a XRef,https://issues.apache.org/jira/browse/PDFBOX-1737,Fixed,Major,"Oleg Krechowetzki reported an issue with the non sequential parser via private mail. He provided a working solution and a test pdf which can't be attached due to privacy reasons.

The following exception occurs when parsing the pdf in question using the non sequential parser:

Caused by: java.io.IOException: Error: Expected a long type, actual='xref'
at org.apache.pdfbox.pdfparser.BaseParser.readLong(BaseParser.java:1668)
at org.apache.pdfbox.pdfparser.BaseParser.readObjectNumber(BaseParser.java:1598)
at org.apache.pdfbox.pdfparser.NonSequentialPDFParser.parseXrefObjStream(NonSequentialPDFParser.java:458)",Fixed,Closed,10/3/2013 12:51:00,10/3/2013 12:55:00,10/3/2013 12:55:00,3,0,0.00
iOS 11 Error When Taking Picture Missing NSPhotoLibraryAddUsageDescription,https://issues.apache.org/jira/browse/CB-13332,Fixed,Trivial,"I am using this plugin to take a picture, but in iOS11 I receive the following error:

*
This app has crashed because it attempted to access privacy-sensitive data without a usage description. The app's Info.plist must contain an NSPhotoLibraryAddUsageDescription key with a string value explaining to the user how the app uses this data.*

Note: I have descriptions for CAMERA_USAGE_DESCRIPTION and PHOTOLIBRARY_USAGE_DESCRIPTION. I was able to take a picture in iOS 10.",Fixed,Closed,9/26/2017 2:42:00,10/21/2017 15:29:00,10/5/2017 23:40:00,13,25,16.00
Tighten HFileLink api to enable non-snapshot uses,https://issues.apache.org/jira/browse/HBASE-12749,Fixed,Major,"In HBASE-12332 we'd like to use the FileLink's IO redirecting powers but want to be able to specify arbitrary alternate link paths and not be tied to the SnapshotFileLink file pattern (aka, table=region-hfile).

To do this we need change the constructors and some internals so that it is more generic. Along the way, we remove the FileStatus constructor arguments in favor of Path's and reduce the number of ways to create HFileLinks, and tighten up the scope privacy of many methods.",Fixed,Closed,12/23/2014 3:01:00,12/24/2014 13:09:00,12/23/2014 3:25:00,21,1,1.00
"PDA renderers for tr:page, tr:panelPage and tr:panelPageHeader need to render facets more in line with desktop counterparts",https://issues.apache.org/jira/browse/TRINIDAD-1303,Fixed,Minor,"PDA renderers for tr:page, tr:panelPage and tr:panelPageHeader support different sets of facets and render supported facets at different positions. This makes difficult to develop mobile applications.",Fixed,Closed,11/12/2008 21:58:00,12/5/2008 8:27:00,11/12/2008 22:31:00,3,23,23.00
CCITTFaxG31DDecodeInputStream - Extended codes have wrong length,https://issues.apache.org/jira/browse/PDFBOX-1233,Fixed,Major,"When dealing with large fax images there are Extended Make Up Codes.
They are added to the tree as ...

buildUpMakeUp(LONG_MAKE_UP, WHITE_LOOKUP_TREE_ROOT);
buildUpMakeUp(LONG_MAKE_UP, BLACK_LOOKUP_TREE_ROOT);

Accept, the length is 0 based not starting at 1792.

The quick hack is to create a new method so the length of the node is correct

private static void buildUpMakeUpLong(short[] codes,
NonLeafLookupTreeNode root)
{
for (int len = 0, c = codes.length; len < c; len++)

{ LookupTreeNode leaf = new MakeUpTreeNode((len + 28) * 64); addLookupTreeNode(codes[len], root, leaf); }
}

as thus ...

buildUpMakeUpLong(LONG_MAKE_UP, WHITE_LOOKUP_TREE_ROOT);
buildUpMakeUpLong(LONG_MAKE_UP, BLACK_LOOKUP_TREE_ROOT);",Fixed,Closed,2/21/2012 13:33:00,3/11/2012 13:58:00,2/22/2012 12:14:00,3,19,18.00
Make i18n/LocalizedDisplay.sql and i18n/LocalizedConnectionAttribute.sql behave equally on different platforms,https://issues.apache.org/jira/browse/DERBY-1726,Fixed,Minor,"Myrna van Lunteren commented on DERBY-244:

The one remark I have is that I still cannot get the LocalizedDisplay.sql and LocalizedConnectionAttribute.sql test from the i18n directory to behave the same under windows and Linux (with sun jdk 1.4.2.).
For windows, I had to update the masters for these tests, but running them on Linux still failed for me.
With jdk131, ibm131 and ibm142 the LocalizedDisplay.sql test hung, and LocalizedConnectionAttribute exits with a MalformedInputException.
It would be nice if we could figure out a way to add these tests to the suites...

— stack of LocalizedConnectionAttribute on Linux —
Exception in thread ""main"" sun.io.MalformedInputException
at sun.io.ByteToCharUTF8.convert(ByteToCharUTF8.java(Compiled Code))
at sun.nio.cs.StreamDecoder$ConverterSD.convertInto(StreamDecoder.java:287)
at sun.nio.cs.StreamDecoder$ConverterSD.implRead(StreamDecoder.java:337)
at sun.nio.cs.StreamDecoder.read(StreamDecoder.java:223)
at java.io.InputStreamReader.read(InputStreamReader.java:208)
at java.io.BufferedReader.fill(BufferedReader.java:153)
at java.io.BufferedReader.readLine(BufferedReader.java:316)
at java.io.BufferedReader.readLine(BufferedReader.java:379)
at org.apache.derbyTesting.functionTests.harness.RunTest.setDirectories(RunTest.java:729)
at org.apache.derbyTesting.functionTests.harness.RunTest.main(RunTest.java:262)
----------------------------------------------------------------------------",Fixed,Closed,8/18/2006 17:26:00,11/25/2008 8:20:00,6/10/2008 17:50:00,37,830,168.00
java.awt.geom.IllegalPathStateException: missing initial moveto in path definition,https://issues.apache.org/jira/browse/PDFBOX-2728,Fixed,Major,"I get this exception :

java.awt.geom.IllegalPathStateException: missing initial moveto in path definition
        at java.awt.geom.Path2D$Float.needRoom(Path2D.java:280)
        at java.awt.geom.Path2D.closePath(Path2D.java:1769)
        at org.apache.pdfbox.rendering.PageDrawer.closePath(PageDrawer.java:693)
        at org.apache.pdfbox.contentstream.operator.graphics.ClosePath.process(ClosePath.java:35)
        at org.apache.pdfbox.contentstream.PDFStreamEngine.processOperator(PDFStreamEngine.java:788)
        at org.apache.pdfbox.contentstream.PDFStreamEngine.processStreamOperators(PDFStreamEngine.java:454)
        at org.apache.pdfbox.contentstream.PDFStreamEngine.processStream(PDFStreamEngine.java:425)
        at org.apache.pdfbox.contentstream.PDFStreamEngine.processStream(PDFStreamEngine.java:398)
        at org.apache.pdfbox.contentstream.PDFStreamEngine.processPage(PDFStreamEngine.java:164)
        at org.apache.pdfbox.rendering.PageDrawer.drawPage(PageDrawer.java:164)
        at org.apache.pdfbox.rendering.PDFRenderer.renderPage(PDFRenderer.java:213)
similar to PDFBOX-2189.

I can't include the PDF file for privacy reason but I think a similar solution applied for the other bug could fix this problem too",Fixed,Closed,3/25/2015 14:46:00,3/30/2015 16:47:00,3/26/2015 7:08:00,9,5,4.00
Regression in 2.0.19,https://issues.apache.org/jira/browse/PDFBOX-4805,Fixed,Major,"Joel Hirsh reported a regression with PDFTextStripper which was introduced with 2.0.19, see his post on users@ for details.

He can't share the pdf in questions due to privacy but did some debugging and found out that PDFBOX-4760 is the case for that regression. I accidentally committed some unrelated code which leads to bad text extraction results. As the code targets some corner cases it didn't came up as an issue when running our pre release tests. The issue is limited to the 2.0 trunk.",Fixed,Closed,3/31/2020 10:15:00,3/31/2020 10:20:00,3/31/2020 10:19:00,1,0,0.00
Invalidated signature signing pdf twice,https://issues.apache.org/jira/browse/PDFBOX-4261,Fixed,Major,"A customer sent us a pdf that has this problem: when it is signed twice by pdfbox 1.8.x the second signature invalidates the first one.

If we apply the same procedure using pdfbox 2.0.x the problem doesn't occur, but the customer required java 1.5 so we can't switch to the new version in this case.

For privacy purposes we had anonymized the original PDF file by editing 3 stream inside the pdf, without altering the original structure. So the file ""92752146_noSign_anonymous.pdf"" you can find in attachement has not the original text/image streams, but reproduces the problem as the original one.

Thank you in advance",Fixed,Closed,7/5/2018 11:11:00,7/11/2018 17:51:00,7/6/2018 15:48:00,10,6,5.00
PHP feature is not activated after Oracle JS Parser Implementation is installed,https://issues.apache.org/jira/browse/NETBEANS-2847,Fixed,Major,"While re-opening a project that had been imported from previous version and was marked ""Broken"". It re-opened and was no longer marked ""broken"", but then this exception occurred.

",Fixed,Closed,7/14/2019 12:08:00,4/20/2021 14:45:00,7/14/2019 12:17:00,13,646,646.00
Subversion demands unnecessary access to parent directories of operations,https://issues.apache.org/jira/browse/SVN-3242,Fixed,Critical,"We have updated to the latest 1.5 version of svn. Now we have a problem with
some operations. E.g.
C:\work>svn -m version cp https://someserver.com/svn/ProjectName/2008/trunk
-r56318 https://someserver.com/svn/ProjectName/2008/tags/8.11.07
svn: Server sent unexpected return value (403 Forbidden) in response to PROPFIND
request for '/svn'

C:\work>svn --version
svn, version 1.5.0 (r31699)
  compiled Jun 23 2008, 12:59:48

but the same command line works fine with svn 1.4.

Our svn-server is configured to give no access to root folder
(https://someserver.com/svn/) but gives rw access to project folders
(https://someserver.com/svn/ProjectName/), and seems svn1.5 want to do
something with root even it I work only with project folders.
Moreover this command is not only one which gives that problem, in some
circumstances (not sure which, but I guess if new files were added) it
gives the same error even for ""svn up"" command.
Original issue reported by kan",Fixed,Closed,7/17/2008 14:32:00,9/22/2010 14:40:00,10/16/2008 22:28:00,82,797,706.00
(ios) Present notification view controller by inappbrowser view controller,https://issues.apache.org/jira/browse/CB-13555,Fixed,Major,"When inappbrowser window is shown, if main uiwebview or wkwebview calls cordova Dialog plugin method to show the dialog view, the dialog should show to user on top of the inappbrowser view controller.

However, currently the dialog view is shown behind the inappbrowser view, so user cannot see it or click button on the dialog

An similar issue was reported for barcode scanner plugin at
https://github.com/phonegap/phonegap-plugin-barcodescanner/issues/570

The issue can be repeated with the below method
function confirm(){
var win = window.open( ""https://www.google.com"", ""_blank"" );
win.addEventListener( ""loadstop"", function() {
setTimeout(function() {
function onConfirm(buttonIndex)

{ console.log('You selected button ' + buttonIndex); }
navigator.notification.confirm(
'You are the winner!', // message
onConfirm, // callback to invoke with index of button pressed
'Game Over', // title
['Restart','Exit'] // buttonLabels
);
}, 1000 );
});
}",Fixed,Closed,11/8/2017 19:31:00,11/15/2017 22:19:00,11/8/2017 19:37:00,9,7,7.00
Possible wrong calculation of header length,https://issues.apache.org/jira/browse/MIME4J-265,Fixed,Major,"I've implemented a sort of mail server and I have many threads listening for incoming emails.
I'm using mime4j to parse javamail Message.

I had only one case of:
Caused by: org.apache.james.mime4j.io.MaxHeaderLengthLimitException: Maximum header length limit exceeded
at org.apache.james.mime4j.stream.DefaultFieldBuilder.append(DefaultFieldBuilder.java:63)
at org.apache.james.mime4j.stream.MimeEntity.readRawField(MimeEntity.java:212)
at org.apache.james.mime4j.stream.MimeEntity.nextField(MimeEntity.java:258)

Looking at the code of DefaultFieldBuilder, it seems that the check over line length is not done on the single line but on the overall header, I'm refering to this line:

if (this.maxlen > 0 && this.buf.length() + len >= this.maxlen) {
Why should you add ""this.buf.length"" ?
I know that there is no limit on header length, but only in its lines.

I can't attach my eml for privacy reasons but I can confirm that I have no too much long line

Thanks",Fixed,Closed,1/5/2018 10:15:00,5/2/2024 9:51:00,1/5/2018 10:17:00,12,2309,"2,309.00"
Issue with SQL Server Database with JUDDI 3.3.6 : The size (8192) given to the column 'instance_parms' exceeds the maximum allowed for any data type (8000),https://issues.apache.org/jira/browse/JUDDI-999,Fixed,Major,"We were using SQLServer with JUDDI 3.0.4. It is working fine so far.

Now, we are trying to move to JUDDI version 3.3.6. We are encountering following issue on start-up.

Caused by: <openjpa-2.3.0-r422266:1540826 nonfatal general error> org.apache.openjpa.persistence.PersistenceException: The size (8192) given to the column 'instance_parms' exceeds the maximum allowed for any data type (8000). {stmnt 1090863652 CREATE TABLE j3_tmodel_instance_info (id BIGINT NOT NULL, instance_parms VARCHAR(8192), tmodel_key VARCHAR(255) NOT NULL, entity_key VARCHAR(255) NOT NULL, PRIMARY KEY (id))} [code=131, state=S0002]Caused by: <openjpa-2.3.0-r422266:1540826 nonfatal general error> org.apache.openjpa.persistence.PersistenceException: The size (8192) given to the column 'instance_parms' exceeds the maximum allowed for any data type (8000). {stmnt 1090863652 CREATE TABLE j3_tmodel_instance_info (id BIGINT NOT NULL, instance_parms VARCHAR(8192), tmodel_key VARCHAR(255) NOT NULL, entity_key VARCHAR(255) NOT NULL, PRIMARY KEY (id))} [code=131, state=S0002] at org.apache.openjpa.jdbc.meta.MappingTool.record(MappingTool.java:559) at org.apache.openjpa.jdbc.meta.MappingTool.record(MappingTool.java:455) at org.apache.openjpa.jdbc.kernel.JDBCBrokerFactory.synchronizeMappings(JDBCBrokerFactory.java:160) at org.apache.openjpa.jdbc.kernel.JDBCBrokerFactory.synchronizeMappings(JDBCBrokerFactory.java:164) at org.apache.openjpa.jdbc.kernel.JDBCBrokerFactory.newBrokerImpl(JDBCBrokerFactory.java:122) at org.apache.openjpa.kernel.AbstractBrokerFactory.newBroker(AbstractBrokerFactory.java:209) at org.apache.openjpa.kernel.DelegatingBrokerFactory.newBroker(DelegatingBrokerFactory.java:155) at org.apache.openjpa.persistence.EntityManagerFactoryImpl.createEntityManager(EntityManagerFactoryImpl.java:226) at org.apache.openjpa.persistence.EntityManagerFactoryImpl.createEntityManager(EntityManagerFactoryImpl.java:153) at org.apache.openjpa.persistence.EntityManagerFactoryImpl.createEntityManager(EntityManagerFactoryImpl.java:59) at org.apache.juddi.config.PersistenceManager.getEntityManager(PersistenceManager.java:48) at org.apache.juddi.config.AppConfig.getPersistentConfiguration(AppConfig.java:174) at org.apache.juddi.config.AppConfig.loadConfiguration(AppConfig.java:160) at org.apache.juddi.config.AppConfig.<init>(AppConfig.java:82) at org.apache.juddi.config.AppConfig.getInstance(AppConfig.java:272) at org.apache.juddi.config.AppConfig.getConfiguration(AppConfig.java:298) at org.apache.juddi.api.impl.AuthenticatedService.<init>(AuthenticatedService.java:75) at org.apache.juddi.api.impl.UDDIInquiryImpl.<init>(UDDIInquiryImpl.java:88) at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) at sun.reflect.NativeConstructorAccessorImpl.newInstance(Unknown Source) at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(Unknown Source) at java.lang.reflect.Constructor.newInstance(Unknown Source) at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:142) ... 36 moreCaused by: org.apache.openjpa.lib.jdbc.ReportingSQLException: The size (8192) given to the column 'instance_parms' exceeds the maximum allowed for any data type (8000). {stmnt 1090863652 CREATE TABLE j3_tmodel_instance_info (id BIGINT NOT NULL, instance_parms VARCHAR(8192), tmodel_key VARCHAR(255) NOT NULL, entity_key VARCHAR(255) NOT NULL, PRIMARY KEY (id))} [code=131, state=S0002] at org.apache.openjpa.lib.jdbc.LoggingConnectionDecorator.wrap(LoggingConnectionDecorator.java:219) at org.apache.openjpa.lib.jdbc.LoggingConnectionDecorator.wrap(LoggingConnectionDecorator.java:203) at org.apache.openjpa.lib.jdbc.LoggingConnectionDecorator.access$700(LoggingConnectionDecorator.java:59) at org.apache.openjpa.lib.jdbc.LoggingConnectionDecorator$LoggingConnection$LoggingStatement.executeUpdate(LoggingConnectionDecorator.java:914) at org.apache.openjpa.lib.jdbc.DelegatingStatement.executeUpdate(DelegatingStatement.java:118) at org.apache.openjpa.jdbc.schema.SchemaTool.executeSQL(SchemaTool.java:1231) at org.apache.openjpa.jdbc.schema.SchemaTool.createTable(SchemaTool.java:976) at org.apache.openjpa.jdbc.schema.SchemaTool.add(SchemaTool.java:552) at org.apache.openjpa.jdbc.schema.SchemaTool.add(SchemaTool.java:364) at org.apache.openjpa.jdbc.schema.SchemaTool.run(SchemaTool.java:341) at org.apache.openjpa.jdbc.meta.MappingTool.record(MappingTool.java:505) ... 58 more
 

The error is ""The size (8192) given to the column 'instance_parms' exceeds the maximum allowed for any data type (8000)""

Eventually the table ""j3_tmodel_instance_info"" failed to create. We are using SQLServer version 12.0.5207.0. It poses a limit on varchar fields to 8000.

We have tried modifying the column length in class ""TmodelInstanceInfo"" and redeploying the app, however then it starts giving other issue.

The type ""class org.apache.juddi.model.TmodelInstanceInfo"" has not been enhanced.
 

Could anyone please help us. We are in RED flag and our application cease to work after update to JUDDI 3.3.6

Any help be greatly appreciated. Kindly let me know if I need to provide more information to assist investigation.

Thanks a lot",Fixed,Closed,12/12/2019 12:35:00,1/11/2020 23:12:00,12/12/2019 13:56:00,39,30,30.00
